address,name,type,comment,source
0x800a7c48,canmo_105_Motor_03,FUNCTION,"CAN message-object handler for Motor_03 (0x105, TX); dispatch @0x80082f18 -> descriptor -> this handler (sender Motor_EDC17_D4)",verified
0x800a8ff0,map_descriptor_accessor,FUNCTION,"central map accessor; 16-byte descriptors, id*0x10 -> data pointer",verified
0x800aa018,indirect_step_trampoline,FUNCTION,"generic {op_fn,arg} step dispatcher; walks the flash-op descriptor lists (uds_dispatch.md)",re-trace
0x800aa922,gpta_channel_service_dispatch,FUNCTION,GPTA/PCP timer-channel dispatcher (DAT_d0000580=GPTA cfg via 801cd388); NOT UDS (obd_read_feasibility.md 6c),re-trace
0x800af8bc,com_process_ipdu,FUNCTION,Generic Com IPDU processor: indexes config root (DAT_d0000cd0=0x800906fc) by handle -> mailbox + PDU/signal descriptors; RX decode / TX assemble,verified
0x800b3e6e,gpta_timing_dispatch_2level,FUNCTION,GPTA/injection-timing 2-level table dispatch via DAT_d00005c8/0x8008eab0; NOT UDS (uds_dispatch.md),re-trace
0x800b3f40,gpta_channel_update,FUNCTION,writes GPTA0_GTCCTR/GTCXR timer regs; NOT UDS,re-trace
0x800c553c,ac_min_cru_plausibility_monitor,FUNCTION,"AC_DCRU_PLAUS/AC_MIN_CRU L2 monitor: faults when integrated accel setpoint c0001732 exits [cal 0x80043514=-3.0, cal 0x80043512=+2.0] m/s2 (0.001 scale); FR ch.70.6. FUNCTIONALLY ISOLATED (UPDATE 56): input c0001732 + all fault outputs (154b-f,1550,1551) read by NOTHING except this fn + resets 80172658/801b498c (FindRefsTo-verified); no callers (RAM-dispatched); reports to DTC framework only. Does NOT drive delivered decel / ACC deactivation / TSK status-3. Raising 0x80043514 = DTC threshold only.",fr-trace
0x80102f60,acc_status_error_aggregator,FUNCTION,"ACC diag coordinator: runs 13 cruise diagnoses via acc_diag_debounce_evaluator (desc d000d714-d740). 12 feeders are RELAYED 2-bit CAN/Com symptoms; only bit1(d62b<-80170fc0) is engine-computed (AC_DE_ORNG_ENG_CRU). bits10/11 stubbed(=0). Builds d000d8e0=error word((symptom==3)<<bit), d8d0(==1),d8da(==2). DEACTIVATION path d8e0 & cal(0x800793a0+0x178) is DEAD (fatal mask=0x0000; d746/d894 never latch). But STATUS path is LIVE: d744=debounce(d8e0!=0)(:719) -> d8e2 bit2=0(:792) -> 801eca44 maps to TSK status 3; d744->d8b4 latch gates recompute(:710,:722)=key-cycle latch. enable mask +0x16e=0x1fff. See RESULTS UPDATE 55.",fr-trace
0x80106db8,canrx_ESP_05_106,FUNCTION,"RX decoder for ESP_05 (CAN id 0x106), MLB E2E seed 0x07 (=(0x01^0x06)) — the ESP->engine FEEDBACK frame (NOT an ACC command). Writes esp05_ESP_Bremsdruck(d0007c3e=(raw-100)*3 from 16|10) + the esp05_* status cluster (Verz_TSK_aktiv, Konsistenz_TSK, Autohold_Standby/_aktiv, StartStopp_Info, BKV_Unterdruck, Status_Bremsdruck a4f1, ...). Closes the engine<->ESP brake loop (TSK_02 out / ESP_05 in). Dispatched from 80108cc4 handle 0x600, gated by coding d000a753. ~20 exact bit-matches vs opendbc ESP_05 + FR TCS5. See RESULTS UPDATE 65.",re-trace
0x80106ed8,can_tx_scheduler,FUNCTION,"CAN TX scheduler: per-slot dispatch that packs+transmits engine TX frames. TSK_02 (0x10C) at :739-753: when DAT_80043caf&1==0 (image=0x06) and Ramd0006988&0x8000, calls tsk_pack_verzoeg_anf_active(80137a00,&d00010f4) then writes HW mailbox handle 0x680. Alt packer 80137f2c (handle 0x8c0) is the caf&1==1 TSK_05 variant, not used here. See RESULTS UPDATE 64.",re-trace
0x80108cc4,canrx_poll_dispatch_acc_esp,FUNCTION,"RX poll+dispatch loop: reads message objects by HAL handle (FUN_800b15b8/800b15d6 vtable read) and dispatches ACC/ESP decoders. handle 0x240->canrx_ACC_01_DCC1_109, 0x8a0->canrx_ACC_05_DCC5_10D, 0x600->canrx_ESP_05_106. Handles are internal COM/mailbox handles, NOT CAN ids (id back-solved via E2E seed=(hi^lo)). Gated by coding DAT_80043bc6 + message-present DAT_d0006980. See RESULTS UPDATE 64/65.",re-trace
0x8010a4fc,acc_driveoff_hold_diagnostics,FUNCTION,"Diagnostics for the ACC_05 drive-off/hold path: debounces a3b9(Freigabe_Momentenanf)/b057(Status)/a54d(hold-confirmed) into diag events 0xd1/0xd2/0xd3 (update_control_flags_800a8b20). Monitoring only, no control output. See RESULTS UPDATE 66.",re-trace
0x8010a6ec,acc_epb_standstill_hold_statemachine,FUNCTION,"ACC_05/EPB stop-and-go standstill-HOLD state machine (gated a757 && ad0f && a5a8 && !a54c; DEAD on Q5 a5a8=0). Hold timer d0001325->uRamc0001062->a54d(hold-confirmed >= cal 80043828[5]); a54b(drive-off inhibit); a54c(EPB fault-inhibit, 16 conds masked by cal 80043ccc[0x14]). Uses b057==3(AKTIV) + a3ba(Betaetigung_EPB). This IS the in-binary 'hold control' (contra 'not implemented'); but engine does NOT originate hold on bus (no ACC_05 TX; TSK_Anhalten relay off when a5a8!=0) - EPB is radar-direct. See RESULTS UPDATE 66.",re-trace
0x80116e08,cruise_state_machine,FUNCTION,"cruise/ACC state machine; config DAT_800443e1, states DAT_d000a910-a929",verified
0x8011e8f8,canmo_109_ACC_01,FUNCTION,"CAN message-object handler for ACC_01 (0x109, RX); dispatch @0x80082f18 -> descriptor -> this handler (sender Gateway_B8)",verified
0x8011e94a,canmo_107_Motor_04,FUNCTION,"CAN message-object handler for Motor_04 (0x107, TX); dispatch @0x80082f18 -> descriptor -> this handler (sender Motor_EDC17_D4)",verified
0x8011e98c,canmo_108_id108,FUNCTION,"CAN message-object handler for UNKNOWN (0x108, ?); dispatch @0x80082f18 -> descriptor -> this handler (sender ?)",verified
0x8011e9ce,canmo_10e_TSK_04,FUNCTION,"CAN message-object handler for TSK_04 (0x10e, TX); dispatch @0x80082f18 -> descriptor -> this handler (sender Motor_EDC17_D4)",verified
0x8011e9ce,canmo_10e_TSK_04,FUNCTION,TSK_04 (0x10e TX) packer: copies node(*d000d404)+8..+0xf to CAN. TSK_Status_GRA_ACC_02 = bits6-7 of byte *(d000d404)+0xf (LCAN_DT_MNG4_8_67); 3=Fehler_GRA_ACC_nicht_moeglich. Set 3 when LV_DCC_OFF_DC_EMS or LV_ERR_VAR_COD_CRU_PLAUS (FR p9049).,fr-trace
0x8011ef88,uds_svc_10_DiagnosticSessionControl,FUNCTION,UDS SID 0x10 handler (SID table 0x80085e58),re-trace
0x8011efcc,uds_svc_37_RequestTransferExit,FUNCTION,UDS SID 0x37 handler (SID table),re-trace
0x80122580,uds_svc_11_ECUReset,FUNCTION,UDS SID 0x11 handler (SID table),re-trace
0x8012272c,uds_sa27_subfn_a,FUNCTION,$27 SecurityAccess subfn (aux 0x80085e38); sets DAT_d000ad76=0,re-trace
0x80122758,uds_sa27_unlock_by_conditions,FUNCTION,$27 unlock: sets DAT_d000ad76=1 on vehicle-state + cal enables DAT_80043f7d/e40/e88; NOT a seed/key (uds_dispatch.md),re-trace
0x801227ec,uds_svc_19_ReadDTCInformation,FUNCTION,UDS SID 0x19 handler (SID table),re-trace
0x801229b4,uds_svc_22_DataByIdentifier,FUNCTION,UDS SID-table handler for 0x22; dispatches a DID whitelist (uds_dispatch.md),re-trace
0x80123074,uds_sa27_routine_sm,FUNCTION,$27 routine state machine (IDs 0x203/0x210/0x311...); NRC 0x13,re-trace
0x80123660,uds_sa27_routine_stop,FUNCTION,$27 routine stop/reset counterpart,re-trace
0x80123828,uds_sa27_stub_nrc31,FUNCTION,$27 subfn stub: always NRC 0x31,re-trace
0x801238c8,uds_conditions_check_shared,FUNCTION,conditions check shared by $27 and $2e aux tables,re-trace
0x80123a28,uds_svc_28_CommunicationControl,FUNCTION,UDS SID 0x28 handler (SID table),re-trace
0x80123ef8,com_pdu_tx_trigger,FUNCTION,Shared Com PDU TX trigger (config-root pdu[+0x10] handler); invokes the generic packer with the PDU context,verified
0x80123f10,pdu_assemble_TSK_02_0x10c,FUNCTION,PDU assemble handler for TSK_02 (0x10c) from Com config root 0x800906fc pdu[3] (+0x18); calls generic Com engine,verified
0x80123f2c,pdu_assemble_id112,FUNCTION,"PDU assemble handler for CAN 0x112 (Com config-root 0x800906fc pdu[2], via dispatch wrapper 801d2950->FUN_800af8bc(2))",verified
0x80123f80,com_rx_signal_router,FUNCTION,Com RX signal router: walks the runtime PDU context (_DAT_c03fc37c) to extract/route received signals (was process_sensor_data),verified
0x80136794,dcc_state_builder_dt_mng5,FUNCTION,"DT_MNG_5 (TSK_05/0x111) status builder, twin of 801e3f26: writes STATE_DCC=UNK_d000d9c7 (=3 @:757,=4 @:706) + ACC permission block d9b0/d9b2/d9bc/d9ce. FR ch.48.7.19.",fr-trace
0x80137a00,tsk_pack_verzoeg_anf_active,FUNCTION,"ACTIVE TSK_02 (DT_MNG_2, 0x10c) packer (TX scheduler 80106ed8:747, DAT_80043caf&1=0). byte8(param_1[7])=TSK_Verzoeg_Anf from Ramd0007cb8 (=AC_SP_CRU_BRAKE_CTL, 850e-6 offbin), hard-clamp [0x6db1=-3.984,0x89b6=+2.112], 0.024 byte (0xA6=0). byte7.7=Freig_Verzoeg_Anf(enable,a58c), byte2.4=TSK_Anhalten(standstill,a58d), byte3.1-0=Status_GRA_ACC_01(b28d). checksum ^0x0d. See acc_flow.md / UPDATE 58.",re-trace
0x80137f2c,tsk_pack_verzoeg_anf_altcoding,FUNCTION,"TSK_02(0x10c) decel packer ALT coding (checksum ^0x10, full layout) — NOT transmitted on this ECU (DAT_80043caf&1=0 selects 80137a00; also gated off by DAT_80043bc6=0x0900). Same source Ramd0007cb8 + same clamp [0x6db1=-3.984,0x89b6=+2.112] as the active 80137a00. See RESULTS UPDATE 58.",re-trace
0x801383e8,canrx_ACC_01_DCC1_109,FUNCTION,"RX decoder for DCC_1 / ACC_01 (CAN id 0x109), MLB E2E seed 0x08 (=(0x01^0x09); validates XOR-all-8==8 + rolling counter byte1 low-nibble). On E2E-OK writes acc01_ACC_Sollbeschleunigung(d0007bac=(b4&7)<<8|b3), acc01_ACC_Anhalten(a7ae=(b7>>1)&1), acc01_ACC_Dynamik(b06a=(b7>>2)&3). Dispatched from canrx_poll_dispatch_acc_esp(80108cc4) handle 0x240. Triple-confirmed vs FR LCAN_DCC1 + opendbc ACC_01. See RESULTS UPDATE 62/64/65.",re-trace
0x801383fc,canrx_ACC_05_DCC5_10D,FUNCTION,"RX decoder for DCC_5 / ACC_05 (CAN id 0x10D), MLB E2E seed 0x0C (=(0x01^0x0D)). Writes acc05_ACC_Momentenanforderung(d0007baa=min(b0d4*raw*16,0x7fff) from 16|10 torque req), acc05_ACC_Freigabe_Momentenanf(a3b9=bit12), acc05_ACC_limitierte_Anfahrdyn(a3bd=bit15), acc05_ACC_StartStopp_Info(b056=44|2), acc05_ACC_Betaetigung_EPB(a3ba=bit60), ACC_Status_ACC(b057=57|3). Dispatched from 80108cc4 handle 0x8a0. Gateway_D4C7 msg, likely dormant on B8. 6 exact bit-matches vs opendbc ACC_05 + FR DCC_5. See RESULTS UPDATE 65.",re-trace
0x8013c5d4,acc_brake_request_formation,FUNCTION,ACC brake decel-request formation (CRUC_MG005): processes CAN 0x8a0 accel d0007baa via Kennfeld/Kennlinie lookups (line 249 lookup_kennfeld 0xa005b5e8/0xa0059890/0xa005abc0) + min/clamp cal chain -> writes Ramd0007c9a (line 419). The -3.0 decel limit lives in these decel-limit Kennfelds (0x7237 cells). See RESULTS UPDATE 57.,re-trace
0x8013e47c,acc_dynamik_torque_switch_INERT,FUNCTION,CRUC_MG005: 4-way switch on ACC_Dynamik (d000b06a) selecting a torque-rate-scale cal for the cruise torque request Ramd0007caa. INERT: all 4 selectable cals = 500 (0x80043a96/aa2/aa4) so ACC_Dynamik has ZERO effect on this calibration. FR NORM/FAST/SLOW/TOUT gradients folded out (not live). See RESULTS UPDATE 62.,re-trace
0x8013ef46,acc_brake_setpoint_statemachine,FUNCTION,"CRUC_MG005 brake-setpoint state machine: Ramd0007c9a/cae -> Ramd0007cb8 (=AC_SP_CRU_BRAKE_CTL, feeds TSK_Verzoeg_Anf packer 80137f2c). Applies decel-limit kennlinie lookups (line 957-960: 0xa005a26c/0xa005a238). See RESULTS UPDATE 57.",re-trace
0x80141528,acc_driveoff_torque_momentenanf,FUNCTION,"ACC engine-torque request formation. On Q5 (a5a8=0) takes passthrough d0007ce0=Ramd0007ccc. ACC_05 stop-and-go DRIVE-OFF branch (:58-136, gated a757!=0 && a5a8!=0): fires when b057(ACC_Status_ACC) in {3,4} && a3b9(Freigabe_Momentenanf) && a54b==0(not inhibited) && b055==1(valid) && d0007baa>=cal 80043a5c[0x56]; maps d0007baa(Momentenanforderung)->d0007ce0 via kennlinie 0xa005d608 w/ rate-limit+hysteresis. Outputs Ramd0006998 (a5ac-gated) + b2a0. Present but cal-gated OFF on Q5. See RESULTS UPDATE 66.",re-trace
0x801695f0,acc_diag_symptom_can_unpack,FUNCTION,"De-serializes an 8-byte ACC/SMLS Com frame (msg-bus handle 0x1c0) into the ACC flag block d000b0f8.. gated by coding DAT_80043bc6; extracts relayed 2-bit diag symptoms b100=byte3[1:0](bit8), b102=byte3[3:2](bit9), b101=byte3[5:4](bit7 via 801a8680). aa59/aa5b/aa5e = Com substitute-active flags, not limits.",fr-trace
0x80170fc0,ac_de_orng_eng_cru_symptom_builder,FUNCTION,"ACC diag bit1 (the 'special' no-debounce): folds engine derate/fault flags (d000a726-a72a etc via d0001650/1/2) into 0-3 severity, writes UNK_d000b32e (=3 if d1650, 2 if d1651, 1 if d1652). ENGINE-INTERNAL -> FR AC_DE_ORNG_ENG_CRU ('cruise accel deviation out of range due to defective engine'). Only firmly-named of the 13.",fr-trace
0x801ab824,reset_acc_epb_hold_state,FUNCTION,"Failsafe/init reset of the ACC_05/EPB hold-state block: a54b=0, a54c=0, a54d=0 (analogous to 801a6134 for the DCC block). Not a control consumer. See RESULTS UPDATE 66.",re-trace
0x801abf64,init_acc_mode_a5a8_from_caf,FUNCTION,Sets the ACC mode select a5a8 = DAT_80043caf & 1 (:21) — the sole writer. Selects ACC_01/TSK_02/hold-relay (0) vs ACC_05-Momentenanf/TSK_05 (1). See RESULTS UPDATE 66.,re-trace
0x801b5900,coding_decode_cruise_type,FUNCTION,"Long-coding unpacker: decodes cell 27 (STATE_DCC_TYP, cruise type) into d000a756/a757/a758. type1=GRA(a756), type2=BasicACC(a757=1), type3=F2S(a757=1 & a758=1). d000a757=LV_DCC_ENA gates the min-accel curve in 8013c5d4:211 (0=GRA 0x5b71c, 1=ACC 0x5b728). d000a758 (F2S bit) is DEAD (write-only, 0 readers) => F2S not implemented. See RESULTS UPDATE 60.",re-trace
0x801d1ebe,uds_validate_xfer_block,FUNCTION,"validates 0x1e00-byte transfer blocks: word[0]==~word[0x1dfc] && crc16(data+4,len,0xABCD)==word[0x1dfa]",verified
0x801d2002,uds_crc16_caller_c,FUNCTION,CRC16(0xABCD) over streamed UDS transfer buffer,verified
0x801d22a0,uds_crc16_caller_a,FUNCTION,CRC16(0xABCD) over a streamed UDS RequestDownload/TransferData buffer,verified
0x801d283c,uds_crc16_caller_d,FUNCTION,CRC16(0xABCD) over streamed UDS transfer buffer,verified
0x801d2950,canmo_112_id112,FUNCTION,"CAN message-object handler for UNKNOWN (0x112, ?); dispatch @0x80082f18 -> descriptor -> this handler (sender ?)",verified
0x801d2956,canmo_10c_TSK_02,FUNCTION,"CAN message-object handler for TSK_02 (0x10c, TX); dispatch @0x80082f18 -> descriptor -> this handler (sender Motor_MLB_AU48_AU416_Diesel)",verified
0x801d295c,canmo_10f_id10f,FUNCTION,"CAN message-object handler for UNKNOWN (0x10f, ?); dispatch @0x80082f18 -> descriptor -> this handler (sender ?)",verified
0x801d2962,canmo_10b_LS_01,FUNCTION,"CAN message-object handler for LS_01 (0x10b, RX); dispatch @0x80082f18 -> descriptor -> this handler (sender Gateway_D4C7)",verified
0x801d2968,canmo_10a_TSK_01,FUNCTION,"CAN message-object handler for TSK_01 (0x10a, TX); dispatch @0x80082f18 -> descriptor -> this handler (sender Motor_MLB_AU48_AU416_Diesel)",verified
0x801d296e,canmo_10d_ACC_05,FUNCTION,"CAN message-object handler for ACC_05 (0x10d, RX); dispatch @0x80082f18 -> descriptor -> this handler (sender Gateway_D4C7)",verified
0x801d2974,canmo_115_id115,FUNCTION,"CAN message-object handler for UNKNOWN (0x115, ?); dispatch @0x80082f18 -> descriptor -> this handler (sender ?)",verified
0x801d8590,gpta_timing_table_init,FUNCTION,builds GPTA timing RAM table from descriptor 0x8008eab0; sets DAT_d00005c8; NOT UDS diag,re-trace
0x801d977c,map_dispatch,FUNCTION,dispatch into map_descriptor_accessor,verified
0x801dc544,crc32_reflected,FUNCTION,standard zlib CRC32; init=FFFFFFFF reflected xorout=FFFFFFFF (table 0x8009083c),verified
0x801dce30,crc32_integrity_check_8b,FUNCTION,sole caller of crc32_reflected; 8-byte runtime integrity check over a RAM comm word,verified
0x801df1e4,acc_status_publish_to_can_mirror,FUNCTION,"Publishes ACC status block d000d9xx/d91x to CAN-export mirror d000afxx: afef=d91d(GRA/ACC status), afee=d91a, aff0=d8e8, aff1=d91b, a365=d918, a362=d917. Feeds the TSK Com signal getters.",fr-trace
0x801e3d78,acc_diag_debounce_evaluator,FUNCTION,"ACC diagnosis symptom debounce/latch: descriptor[0]=last cond, [1]=confirmed symptom, [2]=counter; confirms symptom after `timing` stable counts (FR ACTION_ERRM pattern). Called 13x by acc_status_error_aggregator.",fr-trace
0x801e3f26,dcc_state_builder_dt_mng4,FUNCTION,"DT_MNG_4 (TSK_04/0x10e) status/limiter builder: writes STATE_DCC=UNK_d000d9c7 (0..8; =3 active @:756, =4 override @:705), ACC status/permission block d9b0/d9b2, sig buffer d0005b40 (cal base *0x80090f84=0x8007976c). Twin of 80136794 (DT_MNG_5/TSK_05/0x111). STATE_DCC feeds TSK_Status_GRA_ACC_02.",fr-trace
0x801e9b86,cruise_torque_pi_controller,FUNCTION,functional cruise/ACC torque-setpoint PI controller; C_VS_MIN_CRU gate DAT_d000d644 < *(u16)(DAT_80090f94+0x66); out DAT_d000e2e8,verified
0x801eca44,acc_status_hmi_state_mapper,FUNCTION,"Maps ACC master state d000d8ee (∈{0,1,2}) -> 2-bit TSK_Status_GRA_ACC (d000d91c/d91d): 0=off,1=active(d8ee<2),2=override(d8ee==2 & d8e2 bit2),3=Fehler_nicht_moeglich(d8ee==2 & !d8e2 bit2). d91d -> (801df1e4) d000afef -> TSK CAN frames. THE status-3 producer (CRU/AC-based branch, CLF_CAN_CONF_FCT.Bit0=0). See RESULTS UPDATE 55.",fr-trace
0xd0007baa,acc05_ACC_Momentenanforderung,DATA,"ACC_Momentenanforderung (TORQUE/moment request, unitless 0-1021) from ACC_05/DCC_5 (0x10D) 16|10, decoded 801383fc:105 as min(b0d4*raw*16,0x7fff). NOT an acceleration (older maps mislabeled it 'the accel'). Read by 8013c5d4:734. Likely dormant on B8 (ACC_05 is Gateway_D4C7). See RESULTS UPDATE 65.",re-trace
0xd0007bac,acc01_ACC_Sollbeschleunigung,DATA,"ACC_Sollbeschleunigung setpoint from DCC_1/ACC_01 (0x109) 24|11 (=(byte4&7)<<8|byte3), decoded 801383e8:90. Res 0.005 m/s2 offset -7.22 (=CAN_AC_DE_DCC_UP). Read by 8013c5d4:517/525 (threshold flags a580/a581). Reset default 0x5a4. On the B8 this (not d0007baa) is the received accel command. See RESULTS UPDATE 65.",re-trace
0xd0007c3e,esp05_ESP_Bremsdruck,DATA,"ESP-measured brake pressure from ESP_05 (0x106) 16|10 (0.3 bar, -30), decoded 80106db8:109-117 as (raw-100)*3 internal (raw 100 = 0 bar). NOT a 'second ACC setpoint' (older maps mislabeled it). Not read by 8013c5d4. See RESULTS UPDATE 65.",re-trace
0xd0007cb8,tsk02_TSK_Verzoeg_Anf_src,DATA,"AC_SP_CRU_BRAKE_CTL = decel request source packed into TSK_02 (0x10C) byte8 by 80137a00. 850e-6 offset-binary; packer clamps [0x6db1=-3.984, 0x89b6=+2.112]. Set by 8013ef46:956 (=cae when a58c!=0, else 0x8000). See acc_flow.md / UPDATE 61.",re-trace
0xd0007ce0,acc_engine_torque_request,DATA,ACC engine-torque request. Q5: = Ramd0007ccc passthrough (80141528:56). ACC_05 mode: = drive-off torque from d0007baa(Momentenanforderung) via 80141528:89-134. See RESULTS UPDATE 66.,re-trace
0xd000a3b9,acc05_ACC_Freigabe_Momentenanf,DATA,"ACC_Freigabe_Momentenanf (torque-request enable) from ACC_05/DCC_5 (0x10D) bit12, decoded 801383fc:92. See RESULTS UPDATE 65.",re-trace
0xd000a3ba,acc05_ACC_Betaetigung_EPB,DATA,"ACC_Betaetigung_EPB (EPB-close request) from ACC_05/DCC_5 (0x10D) bit60, decoded 801383fc:114. The EPB engage bit; engine RX-decodes it (if 0x10D received). See RESULTS UPDATE 65.",re-trace
0xd000a3bd,acc05_ACC_limitierte_Anfahrdyn,DATA,"ACC_limitierte_Anfahrdyn from ACC_05/DCC_5 (0x10D) bit15, decoded 801383fc:93. See RESULTS UPDATE 65.",re-trace
0xd000a4cb,esp05_ESP_Lenkeingriff_ADS,DATA,"ESP_Lenkeingriff_ADS from ESP_05 (0x106) bit28, decoded 80106db8:120. See RESULTS UPDATE 65.",re-trace
0xd000a4e4,esp05_ESP_Autohold_Standby,DATA,"ESP_Autohold_Standby from ESP_05 (0x106) bit35, decoded 80106db8:126. See RESULTS UPDATE 65.",re-trace
0xd000a4e6,esp05_ESP_QBit_Bremsdruck,DATA,"ESP_QBit_Bremsdruck (brake-pressure quality bit) from ESP_05 (0x106) bit12, decoded 80106db8:104. See RESULTS UPDATE 65.",re-trace
0xd000a4e7,esp05_ESP_Fahrer_bremst,DATA,"ESP_Fahrer_bremst (driver is braking) from ESP_05 (0x106) bit26, decoded 80106db8:118. See RESULTS UPDATE 65.",re-trace
